fileName,colName,vals,fine_grained_label
Test_corpus_144.csv,description,,description_Museum
Test_corpus_149.csv,description,,description_Museum
Test_corpus_152.csv,description,,description_Museum
Test_corpus_154.csv,description,,description_Museum
Test_corpus_18.csv,description,"nan, Made up of four distinct museums, National Museum stands as a cultural, educational, and scientific institution dating back to 1901. Tour one or all of this attraction's complimentary museums, which consist of the National Museum of Fine Arts, National Museum of Anthropology, National Museum of Natural History, and National Planetarium. Learn about the history of the Philippines through permanent ethnographic, archeological, and artistic collections. While here, take a walk through Rizal Park, the green space surrounding these buildings. Use our Manila trip planner to add National Museum and other attractions to your Manila vacation plans., nan, Tate Modern is one of the world's vanguards of modern and contemporary art. Installations and exhibits here change periodically, so check to see what's on display before you visit. Past installations have included a giant tuba hanging from the ceiling and diatribes playing through speakers. You'll also encounter art that's more historical, yet still modern. The Poetry and Dream gallery contains Surrealist works, Structure and Dream presents abstract art, and Energy and Process focuses on Arte Povera--a radical modern art movement that took place in Italy from 1967-1972. To learn more about the galleries' highlights, take one of the daily free tours lasting about 45 minutes. Our London holiday planner makes visiting Tate Modern and other London attractions simple, and helps you make a travel plan personal to you., Discover the rich history of the area at Beaconsfield Mine & Heritage Centre, which houses a collection of over 10,000 items relating to the mining industry, which has played an important role in this part of Tasmania for many decades. At this location you see a number of permanent exhibits, narrating the story of heroic mine rescues that have occurred in the area. The site includes a replica of the underground mining environment, which introduces visitors to the cramped and often dangerous spaces accessed by local miners. Hands-on displays entertain and educate visitors of all ages, with lots of buttons to push, handles to pull, and tunnels to crawl into. Arrange to visit Beaconsfield Mine & Heritage Centre and other attractions in Beaconsfield using our Beaconsfield trip planner., Have fun with a variety of clever illusions at Trick Art Museum Korea, a quirky cultural attraction that uses tricks of the eye and mind to create a number of visual effects. Using geometry and sometimes special paint, the artworks appear 3D and bring the viewer into the piece, often in a humorous way. Play around with Michelangelo's God pouring wine into Adam's glass, and The Beatles getting out of step as they cross Abbey Road. The gallery puts fun and interactive spins on classic artworks and images, so you can get to know some of the classics by getting involved in them and touching them, making it educational as well as fun. For travelers who use our online itinerary creator, Jeju holidays become easier to arrange, with trips to the Trick Art Museum Korea and other attractions mapped out and timetabled., nan, nan, Near a World Heritage-listed shrine, Todaiji Temple Cultural Center features an exhibit of statues. Most people drop by the museum on the way to the temple itself, home to one of the biggest bronze figures in the world, dating back to the Edo period. The Buddha statue stands 16 m (52 ft) tall and contains 130 kg (286 lbs) of gold. Use our Nara online trip maker to add Todaiji Temple Cultural Center and other attractions to your Nara vacation plans., Say hello to Lucy, the replica skeleton of one of humanity's oldest ancestors, at Senckenberg Natural History Museum (Naturmuseum Senckenberg). Attracting nearly 400,000 visitors each year, this is one of Germany's finest natural history museums. You'll see remains of prehistoric, extinct, and rare animals. Don't miss the fossilized Edmontosaurus, complete with incredibly rare skin imprints. Massive skeletons and lifelike models are spread out throughout the complex. Check the website for special events, temporary exhibitions, and guided tours. Add Senckenberg Natural History Museum (Naturmuseum Senckenberg) to your Frankfurt travel itinerary, and discover new vacation ideas by using our Frankfurt road trip planner., See the impressively crafted works at The Sand Museum, showcasing pieces made using sand from the nearby dunes. Just a short walk from the dunes themselves, the museum houses huge sculptures by artists from across the world, with a unifying theme that changes each year. The works range from architectural creations to figurative statues, focusing on different aspects of a given region to create an exhibit that has variety as well as cohesion. The museum offers an interesting perspective on humanity's relationship with the natural world, especially when combined with a trip to the expansive, untouched dunes themselves. Make The Sand Museum a centerpiece of your Tottori vacation itinerary, and find what else is worth visiting using our Tottori trip builder app., Visit Lady Franklin Gallery, a place of interest to both history enthusiasts and art-lovers. Both a gallery and a museum, this building was commissioned by the wife of Governor Sir John Franklin in 1842, Lady Jane Franklin, to inspire art appreciation among the local residents. Built along the lines of a Greek temple, it has hosted sculptures, paintings, and books over the years. Today the gallery is run by The Art Society of Tasmania and exhibits local amateur art alongside more renowned pieces and themes. To visit Lady Franklin Gallery on your trip to Hobart, use our Hobart trip itinerary builder site., nan, nan, nan, nan, Admire an impressive collection of war trophies at Vietnam Military History Museum, featuring the wreckage of the giant B52 Stratofortress downed during the US Christmas bombing of 1972. Spanning 12.8 ha (31.6 ac) in central Hanoi, the museum has a large open-air exhibit boasting an F-111 Aardvark, an A-1 Skyraider, an A-37 Dragonfly, and a Bell UH-1 Iroquios helicopter, as well as a Soviet MiG-21, an S-75 Dvina SAMs and a T54 tank. A huge number of artillery pieces and armored vehicles will make you understand the full scale and logistics of the notoriously modern war, which claimed more than one million lives. Artifacts on display inside the museum tell the gruesome and shocking story of wars waged on Vietnamese territory since ancient times. Indeed, lying at the heart of modern Vietnamese identity, the art of war has been detailed in great detail here. To visit Vietnam Military History Museum on your trip to Hanoi, use our Hanoi journey maker app., Discover the cultural and historic heritage of Vietnam's 54 different ethnic groups at Vietnam Museum of Ethnology. Designed as a museum and a research center, it opened to the public in 1997 and boasts more than 15,000 exhibition pieces. Learn about the symbolic and religious rituals and the traditional way of life of each group through household utensils, examples of tribal art, and full-scale replicas of traditional village homes. The exterior of the museum building is shaped like an ancient bronze drum--a cult object of the Northern Vietnamese Dong Son culture. Choose to start, finish, or center your holiday on a trip to Vietnam Museum of Ethnology by using our Hanoi online trip itinerary planner., Dating back to 1395, Gyeongbokgung Palace served as the residence of the Joseon dynasty rulers, their households, and governments. Though much of the original structure was destroyed by fire in the late 16th century, the palace was reconstructed during the 19th-century reign of King Gojong. The expansive complex includes a number of pavilions and halls, as well as the royal family's private quarters. Also on premises, you'll find the National Folk Museum, National Palace Museum, and a number of traditional Korean gardens. Plan a trip to Seoul easily and quickly by telling Inspirock to suggest an itinerary., Anyone with an interest in geology or engineering will be enthralled by the carved, angular faces of the mines at Oya History Museum. Fairly modest in size, the museum manages to offer a wealth of information regarding the mining operations done here--from primitive 17th-century toils to the current advanced technological pursuits of the rare Oya stone, found only in this area. From here you'll have the opportunity to venture into the vast mine, colorfully lit and covering an enormous 20,000 sq m (215,278 sq ft). Bring a jacket along with you, as it can get a little chilly inside that gigantic cavern. Put Oya History Museum into our Utsunomiya trip planning app to see other points of interest to visit during your vacation in Utsunomiya., Delve into 11th-century history of the Moorish conquest of Spain at Alcazaba. Built on the site of an ancient Roman village, the fortress served as a military stronghold for the Moors up until the Reconquista. Tour the inner labyrinth of the fortress to see impressive Muslim architecture. Wander the gardens full of notable fountains and landscaping. Appreciate panoramic views of the coastline from the fortress walls. Directly in front of the entrance is an old Roman amphitheater that you can tour in addition to the fortress with the purchase of a single ticket. See Alcazaba and all Malaga has to offer by arranging your trip with our Malaga visit planning site., Discover the culture and the history of the Kyrgyz people living on the Silk Route at Historical Museum. Founded in the 1980s, the museum features displays of plant and animal life typical of the region, stone and bronze tools dating back to the 2bd century BCE, ancient coins and weapons, Kyrgyz wool carpets, music instruments, and much more. One section of the museum deals with the Great Patriotic War. For Historical Museum and beyond, use our Cholpon Ata visit planning website to get the most from your Cholpon Ata vacation., A treasure chest of art and science, Museo Cappella Sansevero houses almost 30 significant works of art, among which are three notable late-Baroque statues. These intriguing sculptures were created with a marble-like substance known for its tissue-like quality, invented by Raimondo di Sangro, a prominent inventor and scientist. He spent the last years of his life reconstructing and decorating this chapel. Arguably the site's most notable piece, a sculpture of Christ covered with a thin shroud is a masterpiece created by Giuseppe Sanmartino, a distinguished sculptor of the Baroque period. The chapel also contains an exhibit of anatomical models of a mature man and a pregnant woman, their skeletons encased in hardened arteries and veins made of beeswax, iron wire, and silk. Tickets can be purchased on site, but if you want to avoid a long wait, book online well in advance. Put Museo Cappella Sansevero on your schedule, and learn what else deserves a visit by using our Naples driving holiday planner., nan, nan, At Maritime Museum of Tasmania, find informative displays about aboriginal watercraft, early European explorers, and whalers. Learn why the sea is so important to Tasmania and its residents and how the maritime industry developed. The historic building houses ship models and over 100,000 photos. Treasures include a hatchway from Joseph Conrad?s barque Otago and the eagle stern-board from the 1856 American whaler Islander. Using our custom trip planner, Hobart attractions like Maritime Museum of Tasmania can form part of a personalized travel itinerary., Take a short tour of O?sulloc Tea Museum, and sample some delicious green tea-based treats. Learn about the history of green tea in Korea, its production, and the traditions and rituals that surround it. Enjoy the scenic views of the tea estate setting, or admire a collection of tea cups from all over the world. In the store and cafe, you can purchase a couple of bags for yourself, or hang out in the garden with a refreshing green tea latte, cake, or ice cream. Plan your visit to O?sulloc Tea Museum and a wealth of other attractions, well-known and undiscovered, using our Seogwipo itinerary app., Take a trip through Indian and Asian history through paintings at Shri Chitra Art Gallery, a diverse collection of visual arts set in two pavilions inside a zoo. Established in 1935, by the then Maharaja of Travancore, the gallery boasts over 1,000 paintings including works of important artists such as Raja Ravi Varma and his brother C. Raja Raja Varma, Nicholas Roerich and his son Svetoslav, Rabindranath Tagore and his pupil Jamini Roy. Painted or embroidered Tibetan thanga, Mughal and tanjore painting as well as Bali art make a diverse oriental collection. Another highlight is Indian murals from prehistory down to 18th century. Plan your Shri Chitra Art Gallery visit and explore what else you can see and do in Thiruvananthapuram (Trivandrum) using our Thiruvananthapuram (Trivandrum) route planning tool., Liebieghaus, a sculpture museum, is housed in a 19th-century villa. During your visit, you will see a large, fascinating collection of figures from a range of cultures, including Egyptian, Greek, Roman, and even the Far East. Statues are displayed both inside and outside in the surrounding garden. Some of the pieces include a Romanesque king's head from a statue from the ?le-de-France, a marble statue of Athena, and an Ottonian crucifix. Make Liebieghaus part of your personalized Frankfurt itinerary using our Frankfurt journey site., If you're curious about ancient punishment and torture, you'll want to stop by Medieval Crime Museum (Mittelalterliches Kriminalmuseum). Four floors with more than 130 displays reveal the history of European law and punishment, starting with the medieval period. Be aware that the exhibits explaining the penalties that were meted out during this time might make you squeamish. The sections that focus on the development of German law are especially interesting. A guided tour will help you go even more in-depth. Many aspects of the museum may not be suitable for children--or the faint of heart. Our Rothenburg trip planning site makes visiting Medieval Crime Museum (Mittelalterliches Kriminalmuseum) and other Rothenburg attractions simple, and helps you make a travel plan personal to you., nan, Travel through the history of the Eternal City and learn about its important monuments at Welcome to Rome. The museum offers answers to hundreds of questions about Rome's many curiosities in a virtual trip through 2,700 years of history. This immersive experience includes holograms, floor-to-ceiling video projections, 4D movies, and interactive exhibits. If you've never been to Rome before, this makes a good first stop. Our Rome route app makes visiting Welcome to Rome and other Rome attractions simple, and helps you make a travel plan personal to you., Find masterpieces of East Asian ceramics at Osaka Shiritsu Toyo Toji Museum, with over 6,000 items mainly from Korea and China. The three-story museum boasts one of the finest ceramics collections in the world, focusing on fine craftsmanship rather than the history of ceramics. Viewed in naturally lit galleries, these pieces belong to national treasures of three countries: ancient Korea, China, and Japan. An informative video explains how this treasure was unearthed, and how it's been preserved and displayed. After visiting the museum, stop for a drink in the tea salon. To visit Osaka Shiritsu Toyo Toji Museum on your trip to Osaka, use our Osaka trip app., The glassy, modern building housing Coventry Transport Museum contains a collection of vintage and rare cars, bicycles, and motorcycles. The museum boasts a number of special automobiles among its displays, including several jet cars, buses, and limousines used by the royal family. Although this facility will primarily suit those with an interest in automotive history, it contains enough visually arresting and interesting exhibits to entertain most visitors. A visit to Coventry Transport Museum represents just the start of the adventure when you use our Coventry online travel route planner to plot your vacation., Take a journey through automotive history at Malta Classic Car Collection Museum. The collection includes more than a hundred classic car designs in mint condition, from chic Italian convertibles to American muscle cars. In addition to the cars, you can also see a range of vintage motorcycles and miniature models. The museum is lined with antique gramophones, jukeboxes, fashion items, and other great examples of mid-20th century industrial design to take you back in time as you explore. Multimedia presentations provide information about the exhibits. Tours of the museum are self-guided; you'll find detailed descriptions of every car in the collection. Add Malta Classic Car Collection Museum and other attractions to your Qawra trip itinerary using our Qawra road trip planning tool., nan, Boasting a large, well-maintained, and diverse collection of paintings, sculptures, and other artwork, Tasmanian Museum and Art Gallery preserves and documents the history and culture of Tasmania. Founded in 1843, the institution possesses an eclectic collection, from old staircases suspended in midair to suits of armor and colonial furniture. The museum was redeveloped in 2013. Plan to see Tasmanian Museum and Art Gallery and other attractions that appeal to you using our Hobart driving holiday planner., Experience more than 20 centuries of Roman history at Museo Nazionale di Castel Sant'Angelo. Constructed as a mausoleum in the second century, the castle over the years has served as a military fortress, political safe haven, and prison. Now, it is home to a national museum. Take a tour of one of the papal apartments adorned with antique frescoes and original decor. Walk through the hidden passageway to St. Peter's Basilica in Vatican City. On the right bank of the Tiber river in the heart of Rome, the castle's roof terrace provides views of the city. Take a look at our Rome trip itinerary tool to schedule your visit to Museo Nazionale di Castel Sant'Angelo and learn about what else to see and do during your holiday., The collections at Queensland Art Gallery include traditional Australian paintings, Aboriginal art, and European artists. You can view works by celebrated artist, including Pablo Picasso, Sydney Nolan, and William Robinson. The gallery has an innovative learning program for children. It is located beside the river, in the heart of the art precinct. The cultural center, also offers also a natural haven with terraces where you can relax in the sun. Plan my day in Brisbane using traveler tips and tourist information provided by Inspirock., nan, nan, Catch the third-largest Picasso collection in the world (900 pieces!) at Museum Ludwig. This modern-art museum houses a collection of Pop Art, Surrealism, and abstract pieces. Tour the galleries to admire famous works by Warhol, Pollock, Dali, and Lichtenstein. Then check out the impressive collection of Russian avant-garde and German Expressionist artwork. The museum is adjacent to the famous Cologne Cathedral. Before you head to Cologne, plan trip itinerary details with our user-friendly Cologne online itinerary planner, to make sure you see all that Cologne has to offer, including Museum Ludwig., nan, nan, Visit the birthplace of one of Spain?s most renowned artists at the Museo Picasso Malaga. Located in a historic 16th-century palace, the museum holds a collection of 285 works donated by members of Picasso?s family. Tour the galleries to see his various paintings, sculptures, and drawings or browse the museum?s library, which boasts over 800 titles on Picasso, to learn his history and development as an artist. Have a coffee while enjoying the shade of the orange trees on the relaxing cafe terrace. To visit Museo Picasso Malaga on your holiday in Malaga, and find out what else Malaga has to offer, use our Malaga., nan, Learn about the warriors who embodied Japanese concepts of courage, power, and loyalty at Samurai Museum. Opened in 2015, the museum showcases an array of weapons, armor, clothes, and documents collected over a five-year period. As you explore the two floors dedicated to the different periods in Japanese history, you'll also witness the developments of ergonomic design and style that distinguish each period. Don't miss having your photo taken in the samurai costume of your choice. To visit Samurai Museum on your holiday in Tokyo, and find out what else Tokyo has to offer, use our Tokyo., A large, privately owned art museum, Museum of Old and New Art (Mona) represents the love child of Tasmanian millionaire David Walsh, who nicknamed it a \""subversive Disneyland for adults.\"" Built into the cliffside, the museum features a labyrinth of intentionally gloomy, windowless exhibition spaces displaying Walsh's collection of fun, quirky, and provocative art. Take a self-guided tour with an iPod--you'll receive one upon entrance--and begin your journey by walking down the spiral flight of stairs. The museum opened in 2011 after a renovation to the tune of $75 million. To visit Museum of Old and New Art (Mona) and get the most from your holiday in Berriedale, create itinerary details personal to you using our Berriedale trip planning app., Step into the world of film at German Film Museum, where you can see working tools from the early days of cinema and learn how movies were produced. The museum is home to a collection of modern film memorabilia, as well as interactive exhibits that allow you to play with sounds and images. A small movie theater shows short documentaries. Check online to see if any special movie screenings will coincide with your visit. Be aware that the museum does not take credit cards or foreign debit cards; it's cash only. Add German Film Museum to your Frankfurt travel itinerary, and discover new vacation ideas by using our Frankfurt online route planner., This river embankment is called Museum Embankment because of its large concentration of museums. Set off on a walk by the Main and pop into a few museums. The most famous of the bunch is the St?del art gallery. Visit the Ikonen Museum to see its collection of Russian, Bulgarian, Greek, and other religious icons, or try the Deutsches Filmmuseum to learn about the development of movie-making. Many of the museums are home to trendy restaurants or cafes. If it's a clear day, have a bite to eat in the Museum Angewandte's bistro, which offers view of Metzler Park. The lawns by the riverbanks make an ideal picnic spot. Plan to visit Museum Embankment during your Frankfurt vacation using our convenient Frankfurt vacation planner.",description_Museum
Test_corpus_24.csv,description,,description_Museum
Test_corpus_3.csv,description,,description_Museum
Test_corpus_44.csv,description,,description_Museum
Test_corpus_5.csv,description,"seum of Sicily Contemporary Art Thanks to the successful placement of the collection of the museum in a historical building ? it combines the architectural beauty of the 18th century and the modernity of canvases. The exposition of the museum demonstrates the history of the development of artistic skill in the region, from the time of the Baroque to our days. The main aim in the work of the Museum of Contemporary Art in Catania is to preserve and demonstrate the cultural richness of the Sicilian region, and talk about contemporary artistic trends in the world. At the same time, the museum ",description_Museum
Test_corpus_61.csv,description,,description_Museum
Test_corpus_84.csv,description,,description_Museum
Test_corpus_87.csv,description,,description_Museum
Test_corpus_94.csv,description,,description_Museum
Test_corpus_96.csv,description,,description_Museum
Test_corpus_98.csv,description,,description_Museum
Test_corpus_125.csv,email,"tm@ra-molsberger.de, info@ernst-leitz-museum.de, stadtarchiv@worms.de, info@vulkanpark.com, nan, ortsgemeinde@puenderich.de, nan, info@pfalzmuseum.bv-pfalz.de, touristinfo@gerolsteiner-land.de, archiv@kabarett.de, touristik@stolberg.de, info@westwallmuseum-irrel.de, info@holztechnikmuseum.de, info@freilichtmuseum-rlp.de, nan, museenstrohnmanderscheid@t-online.de, stiftung@kloster-eberbach.de, huettl@hotel-schoenburg.com, Info@druckereimuseum-weiss.de, schnitzler-matthias@t-online.de, westwallmuseum-Konz@online.de, landesmuseum-mainz@gdke.rlp.de, info@bundenbach.de, MeinBeitrag@kastell-niederbieber.de, gutenberg-museum@stadt.mainz.de, nan, leitung@stadtmuseum-mainz.de, kontakt@museum-glockengiesserei-mabilon.de, info@biosphaerenhaus.de, clara-viebig-zentrum@eisenschmitt.de, info@goldbachs-weine-und-steine.de, nan, nan, service@rgzm.de, rezeption@schloss-engers.de, info@vg-dierdorf.de, nan, 1.Vorsitzender@duensberg-verein.de, gemeinde-staudt@gmx.de, schulmuseum.immerath@vgdaun.de, atelier.unartig@yahoo.de, nan, nan, nan, aczarski@gmx.de, naturhistorisches.museum@stadt.mainz.de, nan, info@roemische-weinstrasse.de, burgenmuseum@Kreis-Dueren.de, info@elmstein.de",email_Museum
Test_corpus_154.csv,email,"nan, dnm@dnm.dk, hammermollen@hammermollen.dk, info@indmus.dk, mail@louisiana.dk, post@museumns.dk, mail@louisiana.dk, nan, info@indmus.dk, museerne@helsingor.dk, museum@rudolphtegner.dk, info@tekniskmuseum.dk, nan, nan, info@fredensborg-museum.dk, post@museumns.dk, info@mfs.dk, kontakt@ringovn.dk, info@storekro.dk, post@museumns.dk, post@museumns.dk, post@museumns.dk, info@gillelejegruppen.dk, info@tekniskmuseum.dk, museerne@helsingor.dk, post@museumns.dk, info@nivaagaard.dk, nan, post@museumns.dk, museerne@helsingor.dk, booking@blixen.dk, post@museumns.dk, kunst@munkeruphus.dk, museerne@helsingor.dk, post@museumns.dk",email_Museum
Test_corpus_125.csv,faxnumber,"nan, nan, (0049) 6241 8534710, (0049)02632-9875-20, nan, nan, nan, (0049) 6322 941311, (0049) 6591 13 9300, (0049)6131 231675, nan, nan, nan, (0049) 6751 8558810, nan, nan, (0049) 06723 9178 105, (0049) 6744 1613, (0049) 2472 982105, nan, nan, (0049) 6131 2857288, nan, nan, (0049) 6131 123488, nan, nan, nan, (0049) 06393 921019, (0049) 06567 960507, (0049)67852495058, nan, nan, nan, (0049) 2622 9264163, (0049) 2689 291713, nan, nan, nan, nan, nan, nan, nan, nan, nan, (0049) 6131 122975, (0049) 6322 980550, (0049) 6502 9338 15, 0049 2427 902885, nan",faxNumber_Museum
Test_corpus_13.csv,faxnumber,"292293990.0, nan, 232848622.0, 244811504.0, 262561878.0, 258520106.0, 265527678.0, nan, nan, 244480061.0, nan, 212327608.0, 275319712.0, 253960176.0, nan, nan, nan, nan, nan, nan, 253415457.0, nan, nan, nan, nan, 262540296.0, 234321797.0, nan, 275088973.0, nan, nan, 275088973.0, nan, nan, nan, nan, nan, 244812701.0, nan, nan, 262596734.0, nan, nan, nan, nan, nan, 266569264.0, nan, nan, nan",faxNumber_Museum
Test_corpus_149.csv,faxnumber," (0)6 434 14 30,  (0)7 188 08 56,  (0)4 366 50 93, nan, nan,  (0)2 653 00 77, nan,  (0)2 563 61 80,  (0)6 828 27 63,  (0)7 127 29 70,  (0)6 121 59 84,  (0)8 177 69 25,  (0)4 237 90 89,  (0)4 369 99 75, nan, 64216791,  (0)8 765 74 84, nan,  (0)4 275 71 23,  (0)6 967 11 77,  (0)8 124 73 71, nan, nan, nan, nan, nan,  (0)4 237 90 89,  (0)8 222 34 17,  (0)6 426 29 24, nan, nan, nan, nan, nan,  (0)8 088 08 77, nan,  (0)6 421 26 41, nan, nan,  (0)7 127 29 70,  (0)8 033 92 22,  (0)6 427 87 29,  (0)6 826 86 57,  (0)8 146 20 07, nan, nan, nan,  (0)6 031 39 65, nan, nan",faxNumber_Museum
Test_corpus_5.csv,Height,"Go to the detailed map, Go to the detailed map, ?? ???????? ?????, Go to the detailed map, Go to the detailed map, Go to the detailed map, ?? ????????? ?????, ?? ???????? ?????, Go to the detailed map, ?? ????????? ?????, Go to the detailed map, Go to the detailed map, ?? ????????? ?????, Go to the detailed map, ?? ???????? ?????, ?? ????????? ?????, ?? ????????? ?????, ?? ????????? ?????, ?? ???????? ?????, Ir al mapa detallado, ?? ???????? ?????, Ir al mapa detallado, Ir al mapa detallado, ?? ????????? ?????, ?? ???????? ?????, ?? ????????? ?????, ?? ???????? ?????, ?? ????????? ?????, ?? ???????? ?????, Go to the detailed map, Ir al mapa detallado, Go to the detailed map, ?? ???????? ?????, ?? ???????? ?????, Go to the detailed map, ?? ???????? ?????, Go to the detailed map, Go to the detailed map, ?? ????????? ?????, ?? ????????? ?????, ?? ???????? ?????, ?? ????????? ?????, Go to the detailed map, Go to the detailed map, Pour une carte détaillée, ?? ????????? ?????, ?? ????????? ?????, Go to the detailed map, ?? ????????? ?????, Go to the detailed map",Height_Museum
Test_corpus_154.csv,image.author,"VisitNordsj?lland, Frederiksborg Nationalhistorisk Museum, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, Christoffer Askman, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, Iwan Baan, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, Sarah Green, VisitNordsj?lland, VisitNordsj?lland, VisitNordsj?lland, David Stjernholm, VisitNordsj?lland, Tine Uffelmann",image.author_Museum
Test_corpus_154.csv,image.copyrightholder,"nan, nan, VisitNordsj?lland, nan, Louisiana Museum of Modern Art, VINO, Louisiana Museum of Modern Art, Wieth Knudsen, nan, Flynderupg?rd museet, nan, Christoffer Askman, nan, nan, nan, vino, Iwan Baan/M/S Museet for S?fart, nan, nan, Museum Nordsj?lland, ViNo, Museum Nordsj?lland, Gillelejegruppen, Danmarks Tekniske Museum, nan, ViNo, nan, Henriette Engom Larsen, nan, Helsing?r Kommunes Museer, Karen Blixen Museet, H?rsholm Egns Museum, nan, Henriette Engom Larsen, nan",image.copyrightholder_Museum
Test_corpus_154.csv,image.description,"nan, nan, F? kilometer inde i skoven ligger Café Hammerm?llen. Her kan du holde pause med en kop kaffe og et stykke kage. Spis enten inde i den hyggelige, lavloftede stue, eller ude ved borde og b?nke under tr?kronerne ved den lille skovs?., nan, nan, nan, nan, nan, nan, nan, nan, Biler og fly p? Danmarks Tekniske Museum, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Parken ved Munkeruphus med skulptur en B?nken af Gerda Thune Andersen., nan, I Gilleleje har Museum Nordsj?lland 4 hyggelige museer. De tre af dem ligger i forbindelse med hinanden i den gamle del af byen.",image.description_Museum
Test_corpus_154.csv,image.name,"nan, nan, Hammerm?llen ved skovs? i Teglstrup Hegn, nan, nan, nan, nan, nan, nan, nan, nan, Biler og fly p? Danmarks Tekniske Museum, nan, nan, nan, nan, M/S Museet for S?fart, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Gerda Thune Andersen skulptur ved Munkeruphus., nan, Skilt med p?skrift Gilleleje Museum, hvid, kalket v?g og bl?malet d?r i baggrunden",image.name_Museum
Test_corpus_94.csv,inlanguage,"es, en, en, en, en, en, en, en, en, en, es, en, en, en, en, en, en, en, en, en, en, it, en, en, en, en, tr, en, en, en, en, en, es, en, en, en, en, en, en, en, ja, en, en, en, it, en, en, ja, en, en",Language_Museum
