Habitat_type,Sampling_regime,PlotIDYear,Exploratory,PlotID,CollectionYear,biomass,abundance_unidentified_identified,abundance_identified,species,abundance_carnivore,species_carnivore,biomass_carnivore,abundance_herbivore,species_herbivore,biomass_herbivore,abundance_omnivore,species_omnivore,biomass_omnivore,landuse_intensity,temprature
forest,annual,HEW08_2015,HAI,HEW8,2015,6227.079978,,195,57,19,11,632.5196776,112,16,2898.552585,31,15,1841.230095,1.156174404,0.84053125
forest,annual,HEW08_2016,HAI,HEW8,2016,1910.833921,,134,35,12,8,302.9423477,87,12,975.390083,10,8,278.1711314,1.156174404,2.564693388
forest,annual,HEW09_2008,HAI,HEW9,2008,9126.367659,,211,79,37,23,658.7742339,48,9,4440.99845,70,26,2957.488343,1.257381741,2.212469256
forest,annual,HEW09_2009,HAI,HEW9,2009,2525.686922,,127,61,20,17,492.8835866,30,11,384.361041,35,16,627.2954304,1.257381741,-0.371728917
forest,annual,HEW09_2010,HAI,HEW9,2010,3776.798676,,179,66,43,25,792.9066685,40,11,1313.879539,45,13,1150.671799,1.257381741,-0.800885417
forest,annual,HEW09_2011,HAI,HEW9,2011,13793.96968,,500,95,47,30,1417.394072,147,17,4306.930404,212,22,5987.964181,1.257381741,-0.834673167
forest,annual,HEW09_2012,HAI,HEW9,2012,4721.999775,,192,68,29,23,926.8811367,46,10,1745.413289,48,16,1429.531938,1.257381741,0.40812281
forest,annual,HEW09_2013,HAI,HEW9,2013,6421.325361,,184,63,23,21,393.962395,82,10,2660.176009,41,12,2319.65157,1.257381741,-0.08445175
forest,annual,HEW09_2014,HAI,HEW9,2014,2410.38562,,146,30,9,7,356.4011525,69,10,1272.726992,39,6,379.8485887,1.257381741,2.15106975
forest,annual,HEW09_2015,HAI,HEW9,2015,8026.64665,,645,58,24,15,970.876565,89,10,3209.283966,63,14,2533.721875,1.257381741,1.413736167
forest,annual,HEW09_2016,HAI,HEW9,2016,4267.778312,,126,50,31,18,1293.112481,40,12,1886.949221,22,10,458.7090186,1.257381741,3.20796157
forest,annual,HEW10_2008,HAI,HEW10,2008,5569.053566,,368,75,41,26,348.8193967,43,13,3039.407251,41,16,1552.041372,0.064128235,2.556167107
forest,annual,HEW10_2009,HAI,HEW10,2009,3276.004375,,161,80,37,29,625.2261384,31,15,808.3310071,45,21,1241.106463,0.064128235,-0.0617955
forest,annual,HEW10_2010,HAI,HEW10,2010,6651.964641,,207,61,31,21,546.6502855,47,12,3890.332859,66,12,1703.043482,0.064128235,-0.431031417
forest,annual,HEW10_2011,HAI,HEW10,2011,22070.77839,,372,93,43,26,773.3645935,138,21,13269.1552,83,18,4868.376278,0.064128235,-0.579299
forest,annual,HEW10_2012,HAI,HEW10,2012,11022.23279,,287,89,59,20,1388.005771,61,21,3856.486539,67,25,2494.487771,0.064128235,0.763594876
forest,annual,HEW10_2013,HAI,HEW10,2013,4819.517979,,241,78,37,24,417.7866273,62,14,1634.773309,76,17,2020.423653,0.064128235,0.713100917
forest,annual,HEW10_2014,HAI,HEW10,2014,8461.125918,,461,63,28,17,584.4021039,175,16,4499.393894,84,16,1880.10344,0.064128235,2.925271167
forest,annual,HEW10_2015,HAI,HEW10,2015,9021.90078,,308,82,39,25,1275.952073,111,16,3403.502875,72,20,2488.664772,0.064128235,2.203093667
forest,annual,HEW10_2016,HAI,HEW10,2016,7511.152471,,381,68,46,24,1226.02846,103,18,3785.258209,133,13,1267.164575,0.064128235,3.971074463
forest,annual,HEW11_2008,HAI,HEW11,2008,4005.164553,,156,59,22,17,157.3015714,31,12,2415.546705,35,14,1127.99455,0.517732589,2.206649504
forest,annual,HEW11_2009,HAI,HEW11,2009,7912.07112,,187,94,59,35,1634.754443,43,18,3090.574496,58,25,2948.308446,0.517732589,-0.448073083
forest,annual,HEW11_2010,HAI,HEW11,2010,6039.213421,,183,77,41,29,843.2631785,38,11,2187.693913,65,18,2105.690878,0.517732589,-0.77826375
forest,annual,HEW11_2011,HAI,HEW11,2011,9439.48965,,416,83,33,25,850.6327446,48,15,1273.02268,290,23,5208.996952,0.517732589,-0.933361
forest,annual,HEW11_2012,HAI,HEW11,2012,35565.85946,,331,86,78,28,11714.13327,76,16,2858.035709,133,20,20434.02297,0.517732589,0.329872727
forest,annual,HEW11_2013,HAI,HEW11,2013,7080.331998,,355,77,38,25,999.5984776,71,14,2381.765827,178,17,2511.427446,0.517732589,-0.044451333
forest,annual,HEW11_2014,HAI,HEW11,2014,8096.263338,,277,44,27,12,1720.967441,111,11,2417.142166,87,11,3026.373448,0.517732589,2.213940917
forest,annual,HEW11_2015,HAI,HEW11,2015,11797.77249,,327,75,37,20,1743.574398,123,16,6601.633391,39,16,738.7651336,0.517732589,1.53498225
forest,annual,HEW11_2016,HAI,HEW11,2016,9064.741853,,187,58,44,19,2220.046237,65,14,4291.642322,46,14,1173.224487,0.517732589,3.299431818
forest,annual,HEW12_2008,HAI,HEW12,2008,6933.952356,,215,64,36,21,495.6318315,30,8,3499.489235,36,17,2092.59973,0,2.396315041
forest,annual,HEW12_2009,HAI,HEW12,2009,4806.764182,,179,68,27,21,310.7045149,33,11,956.3042985,65,19,2237.871335,0,-0.060242667
forest,annual,HEW12_2010,HAI,HEW12,2010,4076.867754,,293,49,31,22,265.1551902,23,7,1051.796482,199,11,2604.783075,0,-0.47025675
forest,annual,HEW12_2011,HAI,HEW12,2011,7872.665441,,239,64,24,11,597.7550875,38,14,1462.39636,91,15,1343.472193,0,-0.524541917
forest,annual,HEW12_2012,HAI,HEW12,2012,9011.247677,,314,82,45,26,1388.703253,72,20,3140.954272,145,19,2931.508144,0,0.765751157
forest,annual,HEW12_2013,HAI,HEW12,2013,6989.146408,,175,56,19,14,389.0290502,67,14,3012.97532,56,10,1733.950452,0,0.385618
forest,annual,HEW12_2014,HAI,HEW12,2014,8256.735039,,278,59,34,17,2001.01466,58,10,1740.924013,65,12,2638.834476,0,2.6031425
forest,annual,HEW12_2015,HAI,HEW12,2015,10501.37596,,267,75,28,18,571.0472907,114,16,5424.56614,50,16,1661.700566,0,1.864933833
forest,annual,HEW12_2016,HAI,HEW12,2016,5766.36816,,148,47,27,14,1095.26842,48,12,1437.652689,16,9,844.9449829,0,3.607041818
forest,annual,SEW01_2008,SCH,SEW1,2008,24962.91476,,432,124,99,42,2526.644659,26,12,2203.152886,161,34,13469.75962,1.900301091,2.755479091
forest,annual,SEW01_2009,SCH,SEW1,2009,9474.054645,,206,107,42,32,1069.404793,26,16,1852.843725,57,21,4502.380166,1.900301091,0.580316
forest,annual,SEW01_2010,SCH,SEW1,2010,15175.1875,,315,85,37,13,2016.341179,26,16,2018.033617,102,19,5625.956931,1.900301091,-0.643746417
forest,annual,SEW01_2011,SCH,SEW1,2011,14949.61264,,1256,113,152,21,1868.298286,43,21,1614.11272,326,30,6257.513334,1.900301091,-0.77587175
forest,annual,SEW01_2012,SCH,SEW1,2012,20258.31982,,485,119,82,37,3721.208221,36,15,1630.306041,100,29,9754.203912,1.900301091,1.291604628
forest,annual,SEW01_2013,SCH,SEW1,2013,11559.12482,,176,76,27,22,767.7183146,36,17,1993.234742,64,17,5311.795385,1.900301091,0.42619425
forest,annual,SEW01_2014,SCH,SEW1,2014,8211.78283,,178,69,33,16,491.6297581,54,17,1658.698465,53,18,5668.304578,1.900301091,2.569076167
forest,annual,SEW01_2015,SCH,SEW1,2015,13416.37423,,528,106,41,20,629.3448236,47,27,3911.345377,91,24,5805.797501,1.900301091,2.587399167
forest,annual,SEW01_2016,SCH,SEW1,2016,10272.74758,,225,76,19,15,857.6600319,23,14,2109.766259,79,20,5300.914004,1.900301091,3.262527438
forest,annual,SEW02_2008,SCH,SEW2,2008,28097.15549,,438,120,94,40,2944.280179,32,12,4736.387796,215,35,17614.10821,1.405231345,3.385857583
forest,annual,SEW02_2009,SCH,SEW2,2009,4435.704916,,112,57,16,13,203.4705833,16,10,371.0790736,36,12,2579.033367,1.405231345,0.5588785
forest,annual,SEW02_2010,SCH,SEW2,2010,15481.51219,,221,85,16,12,593.9334014,20,12,598.3573957,75,19,7987.663903,1.405231345,-0.76005225
forest,annual,SEW02_2011,SCH,SEW2,2011,8355.181433,,363,82,69,18,793.9801094,32,14,1439.263246,89,29,3247.52372,1.405231345,-0.829618083
forest,annual,SEW02_2012,SCH,SEW2,2012,12981.74593,,274,92,47,23,729.8767804,52,11,933.477963,72,30,4939.134938,1.405231345,1.310919339
forest,annual,SEW02_2013,SCH,SEW2,2013,12096.5593,,208,85,21,21,310.3374482,39,19,1396.109668,75,17,8148.020261,1.405231345,0.403853917
forest,annual,SEW02_2014,SCH,SEW2,2014,10175.48518,,160,67,21,15,428.8417565,31,14,985.8411734,63,20,7000.276856,1.405231345,2.489128583
forest,annual,SEW02_2015,SCH,SEW2,2015,19637.41299,,306,92,28,22,1113.948657,38,16,3890.715051,115,21,11289.04171,1.405231345,2.500587
forest,annual,SEW02_2016,SCH,SEW2,2016,7636.727524,,144,64,20,16,272.1272976,19,12,873.9722207,36,12,5297.246947,1.405231345,3.254001322
forest,annual,SEW03_2008,SCH,SEW3,2008,40600.33396,,857,125,81,36,2010.347585,107,16,8596.926186,348,30,24731.50217,1.898144635,3.196461917
forest,annual,SEW03_2009,SCH,SEW3,2009,23021.61154,,517,114,67,27,1240.548191,139,24,3100.431853,203,29,15149.40344,1.898144635,-0.861347417
forest,annual,SEW03_2010,SCH,SEW3,2010,21247.24255,,354,90,32,19,911.5155377,34,20,1584.880598,170,22,11379.61002,1.898144635,-0.631854
forest,annual,SEW03_2011,SCH,SEW3,2011,12866.46749,,479,103,56,31,1952.26327,49,18,2099.693767,164,21,4740.021394,1.898144635,-0.81586125
forest,annual,SEW03_2012,SCH,SEW3,2012,5576.488446,,176,75,44,27,1207.721361,35,11,954.9285961,40,14,2305.271757,1.898144635,1.254276612
forest,annual,SEW03_2013,SCH,SEW3,2013,19713.35746,,410,86,31,20,1020.199472,72,13,2177.554306,164,17,9877.23445,1.898144635,0.419704667
forest,annual,SEW03_2014,SCH,SEW3,2014,9439.651108,,125,43,11,9,488.9661697,45,13,4438.937058,41,7,3716.517146,1.898144635,2.397288083
forest,annual,SEW03_2015,SCH,SEW3,2015,7789.055173,,219,60,12,9,559.036821,51,18,1789.15729,57,12,4053.800158,1.898144635,2.471499917
forest,annual,SEW03_2016,SCH,SEW3,2016,7624.049092,,170,54,7,7,50.32845692,29,11,1445.901956,73,12,5108.133122,1.898144635,3.476326116
forest,annual,SEW04_2008,SCH,SEW4,2008,23460.74288,,381,106,81,34,3143.957459,65,15,6986.323294,98,25,8547.724844,1.596119633,2.720884959
forest,annual,SEW04_2009,SCH,SEW4,2009,10717.29665,,279,88,53,25,2128.211359,16,12,656.8832685,111,20,4711.484614,1.596119633,0.494631833
forest,annual,SEW04_2010,SCH,SEW4,2010,13071.2315,,316,84,48,20,2695.310679,48,12,1594.193204,135,22,3698.209395,1.596119633,-0.75906925
forest,annual,SEW04_2011,SCH,SEW4,2011,14106.77074,,743,86,51,19,1894.645709,22,12,797.0556048,533,25,7401.664783,1.596119633,-0.946822833
forest,annual,SEW04_2012,SCH,SEW4,2012,7060.881222,,252,93,60,26,1772.632789,50,20,1609.298219,85,21,1484.272116,1.596119633,1.154160083
forest,annual,SEW04_2013,SCH,SEW4,2013,19475.69841,,421,118,65,29,2389.225819,50,13,2018.881062,99,29,7877.985218,1.596119633,0.294156417
forest,annual,SEW04_2014,SCH,SEW4,2014,7484.290616,,109,55,8,7,144.0261522,18,10,410.2942058,45,15,4683.025428,1.596119633,2.402764
forest,annual,SEW04_2015,SCH,SEW4,2015,12305.74008,,472,104,39,23,796.4629906,29,13,1244.845369,90,24,4341.017723,1.596119633,2.514864417
forest,annual,SEW04_2016,SCH,SEW4,2016,6269.317472,,133,70,20,13,637.4506357,33,16,1164.470724,29,18,3410.54056,1.596119633,3.11890876
forest,annual,SEW05_2008,SCH,SEW5,2008,34763.45625,,798,161,139,40,2208.329707,166,27,13715.32263,215,46,13966.92657,0.68900435,3.154510826
forest,annual,SEW05_2009,SCH,SEW5,2009,12697.18965,,280,115,37,27,381.031095,95,23,7986.9701,51,26,2327.353462,0.68900435,0.790121667
forest,annual,SEW05_2010,SCH,SEW5,2010,12517.40995,,365,108,53,36,1775.014889,72,16,3276.885391,157,26,2851.791309,0.68900435,-0.485152917
forest,annual,SEW05_2011,SCH,SEW5,2011,15938.46498,,464,106,29,21,464.7730894,109,30,7353.891247,184,18,4243.920607,0.68900435,-0.640083167
forest,annual,SEW05_2012,SCH,SEW5,2012,17587.40215,,384,101,19,17,532.6144911,125,22,6215.468761,101,26,7088.481995,0.68900435,1.485227273
forest,annual,SEW05_2013,SCH,SEW5,2013,18996.58311,,503,113,48,33,1060.372694,174,13,5309.02231,143,28,9413.43343,0.68900435,0.703357833
forest,annual,SEW05_2014,SCH,SEW5,2014,8738.598639,,208,75,18,13,524.0573764,80,21,2634.357194,46,14,3633.994904,0.68900435,2.917642167
forest,annual,SEW05_2015,SCH,SEW5,2015,17558.86167,,552,122,35,24,897.0989632,166,28,7678.820455,136,30,5536.179009,0.68900435,2.726642167
forest,annual,SEW05_2016,SCH,SEW5,2016,12689.63438,,206,77,12,11,287.6223034,95,22,4736.999294,48,20,4190.070691,0.68900435,3.701170992
forest,annual,SEW06_2008,SCH,SEW6,2008,33785.64424,,588,108,86,31,1763.081615,134,15,7479.696769,77,27,6191.14679,1.401769864,2.642410496
forest,annual,SEW06_2009,SCH,SEW6,2009,7871.123363,,178,88,18,14,501.2399565,57,18,2549.85395,55,29,4184.270879,1.401769864,0.491188
forest,annual,SEW06_2010,SCH,SEW6,2010,7180.640131,,376,89,36,21,804.6179215,127,20,2563.285582,136,22,3009.199411,1.401769864,-0.705708083
forest,annual,SEW06_2011,SCH,SEW6,2011,3502.473725,,280,64,18,12,255.9178114,44,14,461.0158176,132,17,1976.631088,1.401769864,-0.863239333
forest,annual,SEW06_2012,SCH,SEW6,2012,5232.051949,,177,66,25,15,399.2181318,35,9,1262.883325,48,19,2916.379367,1.401769864,1.104074215
forest,annual,SEW06_2013,SCH,SEW6,2013,4109.32839,,209,58,15,14,382.8575948,68,7,1050.43153,36,20,1929.359072,1.401769864,0.32598275
forest,annual,SEW06_2014,SCH,SEW6,2014,3175.810595,,116,51,10,10,424.9167085,29,9,1057.994565,26,14,1288.896226,1.401769864,2.358520667
forest,annual,SEW06_2015,SCH,SEW6,2015,4685.4859,,407,69,20,18,381.9378149,47,13,1362.561069,66,22,1943.846297,1.401769864,2.378805583
forest,annual,SEW06_2016,SCH,SEW6,2016,2122.742513,,111,32,6,6,232.8577145,35,9,770.9144233,24,8,885.3711221,1.401769864,3.068742893
forest,annual,SEW07_2008,SCH,SEW7,2008,29875.5616,,299,101,55,32,1871.419999,95,18,14524.61944,87,20,10897.92883,0.085524324,2.488152917
forest,annual,SEW07_2009,SCH,SEW7,2009,15208.65293,,224,92,28,23,1149.972844,59,18,2940.719712,51,19,2803.508706,0.085524324,-0.906045
forest,annual,SEW07_2010,SCH,SEW7,2010,17504.10988,,381,111,35,18,1721.376835,106,20,7129.469413,148,30,5975.06587,0.085524324,-1.962086833
forest,annual,SEW07_2011,SCH,SEW7,2011,12353.60224,,267,73,28,18,1426.747184,57,14,2880.349143,102,12,1355.660655,0.085524324,-2.26594125
forest,annual,SEW07_2012,SCH,SEW7,2012,16052.52787,,399,118,42,28,1104.555249,128,18,5881.314789,109,27,5156.708994,0.085524324,-0.075675207
forest,annual,SEW07_2013,SCH,SEW7,2013,15005.14278,,294,91,21,20,493.2258515,107,17,5847.209165,94,22,5346.42271,0.085524324,-0.740062667
forest,annual,SEW07_2014,SCH,SEW7,2014,6919.88314,,154,57,8,8,456.7626217,61,14,3587.901852,45,17,1488.382127,0.085524324,1.620443167
forest,annual,SEW07_2015,SCH,SEW7,2015,17662.69811,,428,97,27,17,817.9175535,179,21,9551.712567,88,24,4423.583612,0.085524324,1.138781
forest,annual,SEW07_2016,SCH,SEW7,2016,13538.05053,,257,80,21,20,607.4807724,99,17,3616.756804,79,13,3833.467643,0.085524324,3.603516198
forest,annual,SEW08_2008,SCH,SEW8,2008,42276.9922,,402,93,67,24,1869.178489,98,11,20508.66466,99,28,9220.592142,0.187313744,2.893560579
forest,annual,SEW08_2009,SCH,SEW8,2009,8415.481663,,325,104,47,28,959.3705011,56,16,2062.540146,44,24,2602.626717,0.187313744,0.599944583
forest,annual,SEW08_2010,SCH,SEW8,2010,8101.022381,,325,86,44,29,1745.773386,109,15,2703.424187,43,19,2102.28616,0.187313744,-0.734611167
forest,annual,SEW08_2011,SCH,SEW8,2011,20804.47305,,609,102,37,24,1732.915618,140,19,12960.91771,281,26,4542.719039,0.187313744,-0.886180917
forest,annual,SEW08_2012,SCH,SEW8,2012,22699.8121,,904,133,87,37,2500.563646,361,20,6285.727328,171,36,9649.361616,0.187313744,1.36589157
forest,annual,SEW08_2013,SCH,SEW8,2013,14006.21441,,739,115,50,31,1307.888287,292,19,2828.905834,131,28,7255.673903,0.187313744,0.403016917
forest,annual,SEW08_2014,SCH,SEW8,2014,7881.248461,,348,73,23,19,429.7155977,118,17,1948.821281,58,16,4509.43626,0.187313744,2.695038
forest,annual,SEW08_2016,SCH,SEW8,2016,10206.64164,,382,86,26,21,389.9631391,117,20,2696.474847,76,22,4082.275201,0.187313744,3.532923471
forest,annual,SEW09_2008,SCH,SEW9,2008,19083.84127,,348,104,90,28,1523.24646,46,8,7410.021886,81,27,5592.733362,0.645928394,3.365826167
forest,annual,SEW09_2009,SCH,SEW9,2009,12147.76549,,298,105,50,28,2087.11192,62,16,3839.405965,32,20,1079.896294,0.645928394,0.795322583
forest,annual,SEW09_2010,SCH,SEW9,2010,13487.34065,,391,123,66,30,2625.667043,88,21,3654.187453,89,23,1597.382505,0.645928394,-0.49492025
forest,annual,SEW09_2011,SCH,SEW9,2011,21286.81384,,788,130,70,38,2590.392417,103,21,7647.170078,354,27,4372.02662,0.645928394,-0.726958583
forest,annual,SEW09_2012,SCH,SEW9,2012,16762.3358,,1146,106,63,29,2129.230267,84,10,3559.920162,186,30,4389.517554,0.645928394,1.41353281
forest,annual,SEW09_2013,SCH,SEW9,2013,15104.09014,,326,94,29,23,1262.579802,103,12,4735.979224,78,23,4097.654579,0.645928394,0.5433615
forest,annual,SEW09_2014,SCH,SEW9,2014,4039.784268,,170,42,10,8,706.9488927,35,9,1287.878613,87,12,1357.587018,0.645928394,2.81072925
forest,annual,SEW09_2015,SCH,SEW9,2015,18634.67132,,720,114,36,23,1163.645563,93,13,5982.860633,110,35,4379.191384,0.645928394,2.603493
forest,annual,SEW09_2016,SCH,SEW9,2016,12521.90488,,222,80,23,18,864.7027141,73,11,2027.411122,61,17,4148.840126,0.645928394,3.464359587
forest,three_year_interval,AEW10_2008,ALB,AEW10,2008,7862.763923,,116,49,32,18,722.0561296,30,7,2876.369815,38,12,4048.511129,2.133744006,1.156050248
forest,three_year_interval,AEW10_2011,ALB,AEW10,2011,4412.438308,,83,43,8,6,396.8170793,13,9,1060.140224,39,14,2759.659068,2.133744006,-1.088895667
forest,three_year_interval,AEW10_2014,ALB,AEW10,2014,8295.990129,,148,40,16,9,394.7526682,72,9,4011.104311,28,11,2658.144074,2.133744006,0.838725667
forest,three_year_interval,AEW11_2008,ALB,AEW11,2008,11371.57605,,220,63,74,23,3202.929877,9,6,495.133855,30,16,3248.694652,1.650102047,1.094231818
forest,three_year_interval,AEW11_2011,ALB,AEW11,2011,13635.97274,,333,80,37,20,1420.22987,36,15,1330.91146,102,20,8303.799666,1.650102047,-0.870829917
forest,three_year_interval,AEW11_2014,ALB,AEW11,2014,4579.574724,,175,48,13,10,514.5809538,94,8,1815.234131,39,15,2048.32769,1.650102047,1.562454833
forest,three_year_interval,AEW12_2008,ALB,AEW12,2008,26355.46347,,621,119,68,35,1737.362627,82,19,4094.153922,106,30,9617.423157,2.345817021,1.160265537
forest,three_year_interval,AEW12_2011,ALB,AEW12,2011,12337.50295,,333,87,42,21,746.2474477,157,25,6573.31868,63,20,3934.279372,2.345817021,-1.113211917
forest,three_year_interval,AEW12_2014,ALB,AEW12,2014,29075.16687,,217,69,23,16,1666.71091,124,19,4309.22995,46,20,22645.2967,2.345817021,0.963197917
forest,three_year_interval,AEW13_2008,ALB,AEW13,2008,6044.142458,,169,58,32,15,546.6492392,33,11,1550.80477,30,15,3408.413894,1.783279946,1.271611488
forest,three_year_interval,AEW13_2011,ALB,AEW13,2011,5401.885569,,216,70,43,16,696.4856019,37,15,1643.124801,36,16,1966.158906,1.783279946,-0.97202775
forest,three_year_interval,AEW13_2014,ALB,AEW13,2014,5158.037855,,123,31,6,6,242.6453022,92,10,4320.478892,13,8,565.73645,1.783279946,1.106711833
forest,three_year_interval,AEW14_2008,ALB,AEW14,2008,5585.290684,,158,44,41,9,1071.167774,28,10,1089.267649,34,10,2513.475736,1.754593261,1.023870331
forest,three_year_interval,AEW14_2011,ALB,AEW14,2011,8496.822984,,184,70,16,13,522.4016618,56,18,2214.064293,41,18,2337.49589,1.754593261,-1.492833167
forest,three_year_interval,AEW14_2014,ALB,AEW14,2014,5373.365015,,217,64,9,8,68.10887554,129,16,1670.315706,23,14,1458.156743,1.754593261,0.806096417
forest,three_year_interval,AEW15_2008,ALB,AEW15,2008,2660.624903,,81,35,28,13,544.0612872,31,5,831.1265173,13,9,1271.359729,2.822009031,1.69244157
forest,three_year_interval,AEW15_2011,ALB,AEW15,2011,4393.956884,,151,41,22,13,1031.727968,29,8,165.8623707,72,7,1805.922405,2.822009031,-0.583274167
forest,three_year_interval,AEW15_2014,ALB,AEW15,2014,4413.746246,,157,41,11,10,544.1944686,108,9,1556.458435,24,12,1602.261753,2.822009031,1.60508325
forest,three_year_interval,AEW16_2008,ALB,AEW16,2008,5965.516826,,141,38,21,15,255.7504296,50,6,2649.707819,53,6,2935.176055,1.086446274,1.218023306
forest,three_year_interval,AEW16_2011,ALB,AEW16,2011,6711.419386,,253,69,33,20,874.8556731,102,17,2179.9189,86,14,3051.983723,1.086446274,-0.271014083
forest,three_year_interval,AEW16_2014,ALB,AEW16,2014,3573.690411,,214,49,19,13,298.9629999,155,13,1597.548803,21,9,1572.544993,1.086446274,1.897316
forest,three_year_interval,AEW17_2008,ALB,AEW17,2008,5210.136653,,94,47,13,11,209.7059831,29,8,1796.163524,31,13,2499.636951,1.256402095,0.771018843
forest,three_year_interval,AEW17_2011,ALB,AEW17,2011,2185.228045,,108,37,22,13,488.7703832,39,9,600.5152842,24,7,891.3891649,1.256402095,-0.834305833
forest,three_year_interval,AEW17_2014,ALB,AEW17,2014,5152.129858,,221,40,6,6,457.0640838,177,16,2706.613001,27,8,1565.68519,1.256402095,1.17952775
forest,three_year_interval,AEW18_2008,ALB,AEW18,2008,3319.332952,,154,40,34,14,485.3008767,38,7,1041.097916,22,11,1215.796248,0.393493295,1.196749421
forest,three_year_interval,AEW18_2011,ALB,AEW18,2011,4720.782444,,198,55,21,15,651.8278204,79,14,1851.662038,39,13,1834.134378,0.393493295,-0.709194
forest,three_year_interval,AEW18_2014,ALB,AEW18,2014,9653.333273,,101,17,2,2,37.08897529,88,8,630.1008033,9,5,7856.172431,0.393493295,1.190194333
forest,three_year_interval,AEW19_2008,ALB,AEW19,2008,1847.514174,,50,28,14,6,53.79359813,8,8,634.7876613,20,9,1104.957166,0.658866609,1.785168678
forest,three_year_interval,AEW19_2011,ALB,AEW19,2011,5426.281171,,200,70,26,19,357.9780861,57,14,3016.881028,53,14,1636.001676,0.658866609,0.146590833
forest,three_year_interval,AEW19_2014,ALB,AEW19,2014,1051.808565,,68,23,3,3,37.74376069,49,9,730.3722135,10,5,218.4144647,0.658866609,2.4433435
forest,three_year_interval,AEW20_2008,ALB,AEW20,2008,598.5599082,,24,16,3,3,63.11896227,12,5,354.5252917,4,4,125.9577473,1.078380184,1.143987769
forest,three_year_interval,AEW20_2011,ALB,AEW20,2011,1045.409157,,103,31,12,9,341.667315,43,8,355.9772484,33,7,237.4561817,1.078380184,-0.975478917
forest,three_year_interval,AEW20_2014,ALB,AEW20,2014,934.7552423,,114,29,8,8,337.6320238,87,9,353.7270524,7,6,220.1535762,1.078380184,0.991729167
forest,three_year_interval,AEW21_2008,ALB,AEW21,2008,6051.094567,,76,49,16,12,232.2673598,26,12,3197.63102,19,13,1891.997977,1.01356555,1.547999421
forest,three_year_interval,AEW21_2011,ALB,AEW21,2011,4113.681103,,139,61,35,18,1087.950353,45,17,2013.026973,35,12,362.8918252,1.01356555,-0.06799275
forest,three_year_interval,AEW21_2014,ALB,AEW21,2014,1591.010514,,114,25,6,6,139.3241206,89,7,1056.89764,12,7,366.1578896,1.01356555,2.266107583
forest,three_year_interval,AEW22_2008,ALB,AEW22,2008,22580.73584,,269,54,38,11,1120.672671,44,10,2000.729462,37,16,2845.582709,0.717753082,0.968842645
forest,three_year_interval,AEW22_2011,ALB,AEW22,2011,5826.669469,,203,58,24,12,615.7741853,101,16,2877.760275,49,13,1629.999726,0.717753082,-0.652187167
forest,three_year_interval,AEW22_2014,ALB,AEW22,2014,1944.921813,,137,37,9,9,81.74683606,98,8,1174.3175,17,9,599.2311294,0.717753082,1.474274417
forest,three_year_interval,AEW23_2008,ALB,AEW23,2008,1306.649835,,35,19,8,7,60.46103638,16,5,735.4712223,7,3,495.1997752,1.249888732,1.164979339
forest,three_year_interval,AEW23_2011,ALB,AEW23,2011,5072.552692,,302,45,15,12,241.4348649,76,13,1351.856836,184,10,2549.655149,1.249888732,-0.533006917
forest,three_year_interval,AEW23_2014,ALB,AEW23,2014,3139.505968,,153,53,19,17,248.5935153,88,11,681.6352033,32,14,1942.153691,1.249888732,1.514576333
forest,three_year_interval,AEW24_2008,ALB,AEW24,2008,875.8732602,,32,21,10,6,12.39387802,4,3,131.9409767,13,7,702.0627863,2.566776352,1.625037603
forest,three_year_interval,AEW24_2011,ALB,AEW24,2011,15632.23325,,234,84,38,21,476.3596913,47,17,1585.847553,98,19,8927.278872,2.566776352,0.119055333
forest,three_year_interval,AEW24_2014,ALB,AEW24,2014,3221.314383,,162,47,19,14,445.4656151,108,17,1807.241849,13,6,879.8496663,2.566776352,2.342403167
forest,three_year_interval,AEW25_2008,ALB,AEW25,2008,1236.511804,,23,21,4,4,149.951395,10,10,489.2784324,4,3,560.1605415,1.780312966,1.787283388
forest,three_year_interval,AEW25_2011,ALB,AEW25,2011,4255.679817,,322,57,29,18,866.2102007,29,8,411.1075956,132,10,1421.841415,1.780312966,0.007201417
forest,three_year_interval,AEW25_2014,ALB,AEW25,2014,2968.834156,,199,36,18,10,551.7679947,151,11,1593.487931,9,6,450.2342376,1.780312966,2.286052083
forest,three_year_interval,AEW26_2008,ALB,AEW26,2008,894.6265868,,46,29,9,8,260.3567133,17,7,262.0276606,12,7,300.003707,1.670415118,1.046976116
forest,three_year_interval,AEW26_2011,ALB,AEW26,2011,9942.851573,,445,75,33,21,972.3105666,73,20,3847.606698,287,21,3861.158134,1.670415118,-0.663319583
forest,three_year_interval,AEW26_2014,ALB,AEW26,2014,6565.980631,,170,41,9,9,321.7454568,128,13,3881.420885,15,8,1176.734451,1.670415118,1.358065667
forest,three_year_interval,AEW27_2008,ALB,AEW27,2008,2804.910186,,35,20,7,5,23.21267353,11,5,297.2950566,10,5,1342.177746,2.640193284,0.942097438
forest,three_year_interval,AEW27_2011,ALB,AEW27,2011,3445.234746,,107,45,29,12,286.3946925,35,8,527.3369957,26,12,2371.791732,2.640193284,-0.663319583
forest,three_year_interval,AEW27_2014,ALB,AEW27,2014,9081.342936,,301,51,23,12,511.5888752,205,16,3958.555604,38,13,3372.902499,2.640193284,1.367041333
